player_id,player_name_official,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
1095,Andrei Kovalenko,Andrei Kovalenko,RW,RW,https://www.nhl.com/player/8456882,https://www.eliteprospects.com/player/19547/andrei-kovalenko,https://assets.nhle.com/mugs/nhl/latest/8456882.png,6/7/1970,Russia,182,103,L,,,"('8', '148', '1990')","['1-time Olympic Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '2-time RSL Champion', '1-time Spengler Cup Winner']","Sons: Nikolai Kovalenko, Danila Kovalenko, Ivan Kovalenko"
1096,Mikko Eloranta,Mikko Eloranta,LW,LW,https://www.nhl.com/player/8468120,https://www.eliteprospects.com/player/2686/mikko-eloranta,https://assets.nhle.com/mugs/nhl/latest/8468120.png,8/24/1972,Finland,183,86,L,"['Grinder', 'Two-Way Forward', 'Workhorse']",,"('9', '247', '1999')","['2-time World Championship Silver Medal', '1-time Liiga Champion']",An experienced Finnish forward. Eloranta plays with good intensity and has fine leadership skills. Strong along the boards and and has also a decent scoring ability. Somewhat injury proned the last couple of seasons.
1097,P.J. Axelsson,P.J. Axelsson,LW,LW,https://www.nhl.com/player/8462209,https://www.eliteprospects.com/player/694/per-johan-axelsson,https://assets.nhle.com/mugs/nhl/latest/8462209.png,2/26/1975,Sweden,185,86,L,"['Energy Forward', 'PK Specialist']",,"('7', '177', '1995')","['1-time J20 SM Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time SHL Champion']","Axelsson was an extremely hard working winger and one of the NHL's best defensive forwards at one time. He was an excellent penalty killer and was great at ""shadowing"" opposing star players. Always had a great attitude and liked lightening the mood.

Upon returning to Sweden, Axelsson was converted to center for the 2011-12 season. He would then often center his brother and Fredrik Sjöström."
1098,Mike Knuble,Mike Knuble,RW,RW,https://www.nhl.com/player/8458590,https://www.eliteprospects.com/player/4322/mike-knuble,https://assets.nhle.com/mugs/nhl/latest/8458590.png,7/4/1972,USA / Canada,191,102,R,,,"('4', '76', '1991')","['1-time NCAA (CCHA) Champion', '1-time NCAA (West) Second All-American Team', '1-time NHL Stanley Cup Champion', '1-time SHL Most Goals']","Sons: Cam Knuble, Cole Knuble"
1099,Dixon Ward,Dixon Ward,LW,RW,https://www.nhl.com/player/8458347,https://www.eliteprospects.com/player/27537/dixon-ward,https://assets.nhle.com/mugs/nhl/latest/8458347.png,9/23/1968,Canada,180,90,R,,,"('7', '128', '1988')","['1-time AHL Calder Cup Champion', '1-time AHL Playoffs MVP (Jack A Butterfield Trophy)', '1-time Spengler Cup Winner']","Brother: Colin Ward
Son: Taylor Ward"
1100,Kyle McLaren,Kyle McLaren,D,D,https://www.nhl.com/player/8462040,https://www.eliteprospects.com/player/8978/kyle-mclaren,https://assets.nhle.com/mugs/nhl/latest/8462040.png,6/18/1977,Canada,193,107,L,"['Defensive Defenseman', 'Heavy Hitter']",,"('1', '9', '1995')",['1-time NHL All-Rookie Team'],Son: Aydan McLaren
1101,Jonathan Girard,Jonathan Girard,D,D,https://www.nhl.com/player/8467374,https://www.eliteprospects.com/player/67360/jonathan-girard,https://assets.nhle.com/mugs/nhl/latest/8467374.png,5/27/1980,Canada,180,91,R,,,"('2', '48', '1998')","['1-time QMJHL All-Rookie Team', '2-time QMJHL First All-Star Team', '1-time QMJHL Second All-Star Team']","On July 24, 2003, Girard was driving with friends near his hometown in Quebec when he lost control of his car and it flipped over. Girard required surgery for a broken pelvis and to remove fluid from his lungs. While at the time it was not known if Girard would ever play hockey again, he showed tremendous resilience in returning to skating at the Bruins' practice facility in Wilmington, Massachusetts in March, 2004. However, the loss of the 2004–05 NHL season due to a lockout nullified his attempt at a return to hockey that year. Girard played one game with Providence in the AHL on October 15, 2005, before returning to Quebec to consult with his doctors. On November 30, Girard announced his decision to retire, having fully recovered from his injuries but unable to play professional hockey again."
1102,Don Sweeney,Don Sweeney,D,D,https://www.nhl.com/player/8451819,https://www.eliteprospects.com/player/32732/don-sweeney,https://assets.nhle.com/mugs/nhl/latest/8451819.png,8/17/1966,Canada,178,84,L,,,"('8', '166', '1984')","['1-time World Championship Gold Medal', '1-time NCAA (ECAC) Champion', '1-time NCAA (East) Second All-American Team']",
1103,Hal Gill,Hal Gill,D,D,https://www.nhl.com/player/8459628,https://www.eliteprospects.com/player/8718/hal-gill,https://assets.nhle.com/mugs/nhl/latest/8459628.png,4/6/1975,USA,201,110,L,"['Defensive Defenseman', 'Heavy Hitter']",,"('8', '207', '1993')","['1-time World Championship Bronze Medal', '1-time NCAA (Hockey East) Champion', '1-time NHL Stanley Cup Champion']",Nephew: Christian Rosa
1104,Jarno Kultanen,Jarno Kultanen,D,D,https://www.nhl.com/player/8468654,https://www.eliteprospects.com/player/2668/jarno-kultanen,https://assets.nhle.com/mugs/nhl/latest/8468654.png,1/8/1973,Finland,188,90,L,"['Defensive Defenseman', 'Physical Defenseman']",,"('6', '174', '2000')",['1-time Liiga Champion'],Kultanen was an well-rounded defenseman with a good shot. Was a mobile skater despite his size. A terrific leader.
1105,Patrick Traverse,Patrick Traverse,D,D,https://www.nhl.com/player/8458986,https://www.eliteprospects.com/player/10639/patrick-traverse,https://assets.nhle.com/mugs/nhl/latest/8458986.png,3/14/1974,Canada,193,96,L,,,"('3', '50', '1992')",[],"Traverse was a well-rounded defenseman with great size and reach. Was a good passer and had a decent shot. Wasn't a physical player, though."
1106,Peter Popovic,Peter Popovic,D,D,https://www.nhl.com/player/8457706,https://www.eliteprospects.com/player/250/peter-popovic,https://assets.nhle.com/mugs/nhl/latest/8457706.png,2/10/1968,Sweden,198,105,L,['Defensive Defenseman'],,"('5', '93', '1988')",['1-time World Championship Silver Medal'],
1107,Shawn Bates,Shawn Bates,C,C,https://www.nhl.com/player/8459527,https://www.eliteprospects.com/player/9075/shawn-bates,https://assets.nhle.com/mugs/nhl/latest/8459527.png,4/3/1975,USA,183,95,R,,,"('4', '103', '1993')","['1-time NCAA (Championship) Winner', '3-time NCAA (Hockey East) Champion']",A forward with excellent defensive skills. A very good skater.
1108,Andrei Nazarov,Andrei Nazarov,LW,LW,https://www.nhl.com/player/8458947,https://www.eliteprospects.com/player/32117/andrei-nazarov,https://assets.nhle.com/mugs/nhl/latest/8458947.png,5/22/1974,Russia,195,104,R,"['Checking-line Player', 'Enforcer']",,"('1', '10', '1992')",['1-time U18 EJC Bronze Medal'],"The Chelyabinsk native was picked 10th overall by the San Jose Sharks in the 1992 NHL Entry Draft as a power forward. Not soon after, Nazarov moved to North America, which suited his style more than in the skill-dominated Russian league. Nazarov did not become an NHL regular right away and he had to spend a few seasons splitting his time between San Jose and Kansas City. But once Nazarov established himself as an NHL player, his presence was certainly felt all throughout the league. He developed into perhaps the best Russian enforcer the NHL has seen. Never shy to give his opinion, or drop his gloves, he was also no stranger to the penalty box. Nazarov played a pure Canadian game, and the Russians were proud to have someone in the league who did not fit the typical ""Euro-soft"" player stereotype.
In 2004, he returned to Russia where he played for Metallurg Novokuznetsk and Avangard Omsk. On and off-ice incidents, however, forced him back to North America where he skated three more games.
His retirement came shortly after claims from Nazarov that a large number of NHL players use performance-enhancing drugs. Realizing the consequences of his comments, he accepted his fate and retired.

Internationally, he represented Russia in 1998 World championship. After retirement he became succesful coach, both on club and international level. His hot-tempered personality is still present and Nazarov had several conflicts even as a coach."
1109,Ken Belanger,Ken Belanger,LW,LW,https://www.nhl.com/player/8459089,https://www.eliteprospects.com/player/67105/ken-belanger,https://assets.nhle.com/mugs/nhl/latest/8459089.png,5/14/1974,Canada,193,102,L,,,"('7', '153', '1992')",[],Son: Kenny Belanger Jr.
1110,Cameron Mann,Cameron Mann,RW,RW,https://www.nhl.com/player/8462126,https://www.eliteprospects.com/player/14812/cameron-mann,https://assets.nhle.com/mugs/nhl/latest/8462126.png,4/20/1977,Canada,183,95,R,,,"('4', '99', '1995')","['1-time U20 WJC Gold Medal', '1-time AHL Calder Cup Champion', '2-time CHL Third All-Star Team', '1-time OHL Champion', '2-time OHL First All-Star Team']",
1111,Paul Coffey,Paul Coffey,D,D,https://www.nhl.com/player/8446117,https://www.eliteprospects.com/player/21321/paul-coffey,https://assets.nhle.com/mugs/nhl/latest/8446117.png,6/1/1961,Canada,183,91,L,"['Offensive Defenseman', 'PP Specialist', 'Speedster']",,"('1', '6', '1980')","['3-time Canada Cup Champion', '1-time Hockey Hall of Fame', '3-time NHL Best Defenseman (Norris Trophy)', '4-time NHL First All-Star Team', '4-time NHL Second All-Star Team', '4-time NHL Stanley Cup Champion', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","Son: Blake Coffey & Christian Coffey

The 14x All-Star ranks 2nd in defensemen scoring, totaling 1,531 points in 1,409 games. Coffey holds the record for goals in a season by a defenseman, scoring 48 with Edmonton in 1985-86. After 21 seasons, Coffey retired with 3 Norris Trophies and 4 Stanley Cups."
1112,Lee Goren,Lee Goren,RW,RW,https://www.nhl.com/player/8466197,https://www.eliteprospects.com/player/11031/lee-goren,https://assets.nhle.com/mugs/nhl/latest/8466197.png,12/26/1977,Canada,190,94,R,['Net-Front Presence'],,"('3', '63', '1997')","['2-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time NL Champion', '1-time SHL Champion']",
1113,Zdenek Kutlak,Zdenek Kutlak,D,D,https://www.nhl.com/player/8468717,https://www.eliteprospects.com/player/10849/zdenek-kutlak,https://assets.nhle.com/mugs/nhl/latest/8468717.png,2/13/1980,Czechia,192,93,L,,,"('8', '237', '2000')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '2-time ICEHL Champion']","Kutlák is a big defenseman with a strong two-way game. Likes to be physical in his defensive work. Has good vision and hockey sense, and a very hard shot."
1114,Brandon Smith,Brandon Smith,D,D,https://www.nhl.com/player/8459262,https://www.eliteprospects.com/player/12776/brandon-smith,https://assets.nhle.com/mugs/nhl/latest/8459262.png,2/25/1973,Canada,183,86,L,,,,"['1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '2-time DEL Champion', '1-time ECHL Defenseman of the Year', '1-time ECHL First All-Star Team', '1-time WHL (West) Second All-Star Team']","Smith was an offensive defenseman with good passing skills and shooting ability. A slow skater, he would have some problems defensively."
1115,Eric Manlow,Eric Manlow,C,LW,https://www.nhl.com/player/8459472,https://www.eliteprospects.com/player/12485/eric-manlow,https://assets.nhle.com/mugs/nhl/latest/8459472.png,4/7/1975,Canada,183,97,L,,,"('2', '50', '1993')","['1-time AHL Calder Cup Champion', '1-time OHL Champion']",
1116,Marquis Mathieu,Marquis Mathieu,C,RW,https://www.nhl.com/player/8460054,https://www.eliteprospects.com/player/24163/marquis-mathieu,https://assets.nhle.com/mugs/nhl/latest/8460054.png,5/31/1973,Canada / USA,180,81,R,,,,"['1-time AHL Calder Cup Champion', '1-time LNAH Most Assists']",
1117,Andre Savage,Andre Savage,C,RW,https://www.nhl.com/player/8467325,https://www.eliteprospects.com/player/6365/andre-savage,https://assets.nhle.com/mugs/nhl/latest/8467325.png,5/27/1975,Canada,186,88,R,,,,"['1-time AHL All-Rookie Team', '1-time AHL Calder Cup Champion']",
1118,Joe Hulbig,Joe Hulbig,LW,LW,https://www.nhl.com/player/8458950,https://www.eliteprospects.com/player/39282/joe-hulbig,https://assets.nhle.com/mugs/nhl/latest/8458950.png,9/29/1973,USA,191,97,L,"['Heavy Hitter', 'Physical Forward']",,"('1', '13', '1992')",['1-time NCAA (Hockey East) Champion'],"Hulbig had risen up Central Scouting’s rankings as the 1991-92 season played out; in January he was ranked as the 22nd-best North American skater and by May he was 10th on the list. Even so, there were warning signs. Hulbig played just 17 games of high school hockey in his draft year – a shoulder injury knocked him out of the lineup – and that represented two problems. The first was that Hulbig didn’t play very much, reducing the number of times scouts could see him. The second was that Hulbig was playing at a terrible level, making judgement difficult. He was slated for college hockey, joining Providence following the draft.

Almost immediately, the Oilers must have known there was a problem. In his first year at Providence, Hulbig scored just three times and finished with 16 points in 26 games. Hulbig did pick up the pace eventually, scoring at the point-per-game level over his final two seasons. He’d earn a few NHL cups of coffee over the ensuing years thanks to strong play in the minors. The problem, though, was that he was essentially finished developing offensively at the age of 23.

On November 9, 2000 he suffered a career-threatening head injury. During his recovery, it was also determined that nagging abdominal injuries required significant surgery. He eventually came back, but never returned to NHL, finishing his career in the minors being only 31 years old."
1119,Pavel Kolarik,Pavel Kolarik,D,D,https://www.nhl.com/player/8468748,https://www.eliteprospects.com/player/18317/pavel-kolarik,https://assets.nhle.com/mugs/nhl/latest/8468748.png,10/24/1972,Czechia,183,99,L,,,"('9', '268', '2000')",['2-time Czech Extraliga Champion'],
1120,Jay Henderson,Jay Henderson,LW,LW,https://www.nhl.com/player/8466368,https://www.eliteprospects.com/player/13515/jay-henderson,https://assets.nhle.com/mugs/nhl/latest/8466368.png,9/17/1978,Canada,180,81,L,,,"('9', '246', '1997')",['3-time AHL Calder Cup Champion'],
1121,Glen Murray,Glen Murray,RW,RW,https://www.nhl.com/player/8458532,https://www.eliteprospects.com/player/8576/glen-murray,https://assets.nhle.com/mugs/nhl/latest/8458532.png,11/1/1972,Canada,191,99,R,,,"('1', '18', '1991')",['1-time World Championship Gold Medal'],"Son : Parker Murray

Murray was selected 18th overall in 1991 after scoring 65 points with the Sudbury Wolves. He was an 8x 20-goal scorer and reached the 60-point mark in 5 seasons. He set career highs with 44 goals and 92 points in 2003 and won World Championship gold the following year. The 2x All-Star retired in 2008 with 337 goals and 314 assists."
1122,Jozef Stumpel,Jozef Stumpel,LW,C,https://www.nhl.com/player/8458554,https://www.eliteprospects.com/player/8649/jozef-stumpel,https://assets.nhle.com/mugs/nhl/latest/8458554.png,7/20/1972,Slovakia,191,99,R,,,"('2', '40', '1991')","['1-time World Championship Gold Medal', '1-time U18 EJC Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time Slovakia Playoffs Most Valuable Player', '2-time Slovakian Extraliga All-Star Team', '1-time Slovakian Extraliga Most Assists', '1-time Slovakian Extraliga Most Points']","A right-handed center, Jozef Stümpel is known for his great hockey sense. He is a fairly large player with a good hands. He excels as a playmaker thanks to his vision, hockey IQ and very good passing-game. Stümpel is also a good two-way player. His career has been slowed down by injuries, especially in recent years, which has also had an effect on his skating."
1123,Rob Zamuner,Rob Zamuner,LW,LW,https://www.nhl.com/player/8458477,https://www.eliteprospects.com/player/38173/rob-zamuner,https://assets.nhle.com/mugs/nhl/latest/8458477.png,9/17/1969,Canada,185,93,L,,,"('3', '45', '1989')","['1-time World Championship Gold Medal', '1-time OHL Third All-Star Team', '1-time SL Champion']",
1124,Benoit Hogue,Benoit Hogue,LW,C,https://www.nhl.com/player/8445423,https://www.eliteprospects.com/player/31877/benoit-hogue,https://assets.nhle.com/mugs/nhl/latest/8445423.png,10/28/1966,Canada,178,88,L,,,"('2', '35', '1985')","['1-time AHL Calder Cup Champion', '1-time NHL Stanley Cup Champion']",
1125,Marty Mcinnis,Marty Mcinnis,LW,C,https://www.nhl.com/player/8457319,https://www.eliteprospects.com/player/31743/marty-mcinnis,https://assets.nhle.com/mugs/nhl/latest/8457319.png,6/2/1970,USA,180,83,R,,,"('8', '163', '1988')","['1-time World Championship Bronze Medal', '1-time NCAA (Hockey East) Champion']","Sons: Luke McInnis, Chase McInnis"
