playername,season,team,league,gp_regular,g_regular,a_regular,tp_regular,pim_regular,+/-_regular,post,gp_post,g_post,a_post,tp_post,pim_post,+/-_post
Bill Guerin,97-98,New Jersey Devils,NHL,19,5,5,10,13,0,,,,,,,
Bill Guerin,,Edmonton Oilers,NHL,40,13,16,29,80,1,Playoffs,12,7,1,8,17,-6
Bill Guerin,,USA,OG,4,0,3,3,2,2,,,,,,,
Bill Guerin,,USA,OG,4,0,3,3,2,2,,,,,,,
Bill Guerin,,USA,OG,4,0,3,3,2,2,,,,,,,
Bill Guerin,98-99,"Edmonton Oilers""A""",NHL,80,30,34,64,133,7,Playoffs,3,0,2,2,2,-4
Bill Guerin,99-00,"Edmonton Oilers""A""",NHL,70,24,22,46,123,4,Playoffs,5,3,2,5,9,-1
Bill Guerin,00-01,"Edmonton Oilers""A""",NHL,21,12,10,22,18,11,,,,,,,
Bill Guerin,,"Boston Bruins""A""",NHL,64,28,35,63,122,-4,,,,,,,
Bill Guerin,01-02,"Boston Bruins""A""",NHL,78,41,25,66,91,-1,Playoffs,6,4,2,6,6,-2
Bill Guerin,,USA,OG,6,4,0,4,4,1,,,,,,,
Bill Guerin,,USA,OG,6,4,0,4,4,1,,,,,,,
Bill Guerin,,USA,OG,6,4,0,4,4,1,,,,,,,
Bill Guerin,02-03,Dallas Stars,NHL,64,25,25,50,113,5,Playoffs,4,0,0,0,4,-1
Bill Guerin,03-04,"Dallas Stars""A""",NHL,82,34,35,69,109,14,Playoffs,5,0,1,1,4,-1
Bill Guerin,04-05,USA,WCup,5,2,2,4,8,-,,,,,,,
Bill Guerin,,Did not play,-,-,-,-,-,-,-,,,,,,,
Bill Guerin,05-06,"Dallas Stars""A""",NHL,70,13,27,40,115,0,Playoffs,5,3,1,4,0,-2
Bill Guerin,,USA,OG,6,1,0,1,0,0,,,,,,,
Bill Guerin,,USA,OG,6,1,0,1,0,0,,,,,,,
Bill Guerin,,USA,OG,6,1,0,1,0,0,,,,,,,
Bill Guerin,06-07,St. Louis Blues,NHL,61,28,19,47,52,8,,,,,,,
Bill Guerin,,San Jose Sharks,NHL,16,8,1,9,14,2,Playoffs,9,0,2,2,12,-3
Bill Guerin,07-08,"New York Islanders""C""",NHL,81,23,21,44,65,-15,,,,,,,
Bill Guerin,08-09,"New York Islanders""C""",NHL,61,16,20,36,63,-15,,,,,,,
Bill Guerin,,Pittsburgh Penguins,NHL,17,5,7,12,18,3,Playoffs,24,7,8,15,15,8
Bill Guerin,09-10,Pittsburgh Penguins,NHL,78,21,24,45,75,-9,Playoffs,11,4,5,9,2,3
Mike Modano,85-86,Little Caesars 18U AAA,18U AAA,69,66,65,131,32,-,,,,,,,
Mike Modano,86-87,Prince Albert Raiders,WHL,70,32,30,62,26,-,Playoffs,8,1,4,5,4,-
Mike Modano,87-88,Prince Albert Raiders,WHL,65,47,80,127,80,-,Playoffs,9,7,11,18,18,-
Mike Modano,,USA U20,WJC-20,7,4,1,5,8,-,,,,,,,
Mike Modano,,USA U20,WJC-20,7,4,1,5,8,-,,,,,,,
Mike Modano,88-89,Prince Albert Raiders,WHL,41,39,66,105,74,-,,,,,,,
Mike Modano,,Minnesota North Stars,NHL,0,0,0,0,0,-,Playoffs,2,0,0,0,0,-2
Mike Modano,,USA U20,WJC-20,7,6,9,15,12,-,,,,,,,
Mike Modano,,USA U20,WJC-20,7,6,9,15,12,-,,,,,,,
Mike Modano,89-90,Minnesota North Stars,NHL,80,29,46,75,63,-7,Playoffs,7,1,1,2,12,-3
Mike Modano,,USA,WC,8,3,3,6,2,-,,,,,,,
Mike Modano,,USA,WC,8,3,3,6,2,-,,,,,,,
Mike Modano,90-91,Minnesota North Stars,NHL,79,28,36,64,61,2,Playoffs,23,8,12,20,16,-3
Mike Modano,91-92,Minnesota North Stars,NHL,76,33,44,77,46,-9,Playoffs,7,3,2,5,4,-2
Mike Modano,,USA,CC,8,2,7,9,2,1,,,,,,,
Mike Modano,92-93,"Minnesota North Stars""A""",NHL,82,33,60,93,83,-7,,,,,,,
Mike Modano,,USA,WC,6,0,0,0,2,3,,,,,,,
Mike Modano,,USA,WC,6,0,0,0,2,3,,,,,,,
Mike Modano,93-94,"Dallas Stars""A""",NHL,76,50,43,93,54,-8,Playoffs,9,7,3,10,16,-2
Mike Modano,94-95,"Dallas Stars""A""",NHL,30,12,17,29,8,7,,,,,,,
Mike Modano,95-96,"Dallas Stars""A""",NHL,78,36,45,81,63,-12,,,,,,,
Mike Modano,96-97,"Dallas Stars""A""",NHL,80,35,48,83,42,43,Playoffs,7,4,1,5,0,2
Mike Modano,,USA,WCup,7,2,4,6,4,5,,,,,,,
Mike Modano,97-98,"Dallas Stars""A""",NHL,52,21,38,59,32,25,Playoffs,17,4,10,14,12,4
Mike Modano,,USA,OG,4,2,0,2,0,-2,,,,,,,
Mike Modano,,USA,OG,4,2,0,2,0,-2,,,,,,,
Mike Modano,98-99,"Dallas Stars""A""",NHL,77,34,47,81,44,29,Playoffs,23,5,18,23,16,6
Mike Modano,99-00,"Dallas Stars""A""",NHL,77,38,43,81,48,0,Playoffs,23,10,13,23,10,3
Mike Modano,00-01,Dallas Stars,NHL,81,33,51,84,52,26,Playoffs,9,3,4,7,0,1
Mike Modano,01-02,"Dallas Stars""A""",NHL,78,34,43,77,38,14,,,,,,,
Mike Modano,,USA,OG,6,0,6,6,4,2,,,,,,,
Mike Modano,,USA,OG,6,0,6,6,4,2,,,,,,,
Mike Modano,02-03,"Dallas Stars""A""",NHL,79,28,57,85,30,34,Playoffs,12,5,10,15,4,2
Mike Modano,03-04,"Dallas Stars""C""",NHL,76,14,30,44,46,-21,Playoffs,5,1,2,3,8,-4
Mike Modano,04-05,"USA""A""",WCup,5,1,5,6,0,-,,,,,,,
Mike Modano,,"USA""A""",WC,7,3,1,4,4,5,,,,,,,
Mike Modano,05-06,"Dallas Stars""C""",NHL,78,27,50,77,58,23,Playoffs,5,1,3,4,4,0
Mike Modano,,"USA""A""",OG,6,2,0,2,6,-1,,,,,,,
Mike Modano,06-07,"Dallas Stars""A""",NHL,59,22,21,43,34,9,Playoffs,7,1,1,2,4,0
Mike Modano,07-08,"Dallas Stars""A""",NHL,82,21,36,57,48,-11,Playoffs,18,5,7,12,22,-3
Mike Modano,08-09,"Dallas Stars""A""",NHL,80,15,31,46,46,-13,,,,,,,
Mike Modano,09-10,"Dallas Stars""A""",NHL,59,14,16,30,22,-6,,,,,,,
Mike Modano,10-11,Detroit Red Wings,NHL,40,4,11,15,8,-4,Playoffs,2,0,1,1,0,1
Alexander Mogilny,85-86,Soviet Union U17,WHC-17,-,-,-,-,-,-,,,,,,,
Alexander Mogilny,,Soviet Union U18,EJC-18,5,4,1,5,4,-,,,,,,,
Alexander Mogilny,86-87,CSKA Moskva,Soviet,28,15,1,16,4,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,6,3,2,5,4,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,6,3,2,5,4,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,6,3,2,5,4,-,,,,,,,
Alexander Mogilny,87-88,CSKA Moskva,Soviet,39,12,8,20,14,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,7,8,10,18,2,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,7,8,10,18,2,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,7,8,10,18,2,-,,,,,,,
Alexander Mogilny,,Soviet Union,OG,6,3,2,5,2,-,,,,,,,
Alexander Mogilny,88-89,CSKA Moskva,Soviet,31,11,11,22,24,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,7,7,5,12,4,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,7,7,5,12,4,-,,,,,,,
Alexander Mogilny,,Soviet Union U20,WJC-20,7,7,5,12,4,-,,,,,,,
Alexander Mogilny,,Soviet Union,WC,10,0,3,3,2,-,,,,,,,
Alexander Mogilny,89-90,Buffalo Sabres,NHL,65,15,28,43,16,8,Playoffs,4,0,1,1,2,-2
Alexander Mogilny,90-91,Buffalo Sabres,NHL,62,30,34,64,16,14,Playoffs,6,0,6,6,2,-1
Alexander Mogilny,91-92,Buffalo Sabres,NHL,67,39,45,84,73,7,Playoffs,2,0,2,2,0,-1
Alexander Mogilny,92-93,Buffalo Sabres,NHL,77,76,51,127,40,7,Playoffs,7,7,3,10,6,2
Alexander Mogilny,93-94,"Buffalo Sabres""C""",NHL,66,32,47,79,22,8,Playoffs,7,4,2,6,6,1
Alexander Mogilny,94-95,Spartak MoskvaLockout,Russia,1,0,1,1,0,-,,,,,,,
Alexander Mogilny,,Buffalo Sabres,NHL,44,19,28,47,36,0,Playoffs,5,3,2,5,2,-6
Alexander Mogilny,95-96,Vancouver Canucks,NHL,79,55,52,107,16,14,Playoffs,6,1,8,9,8,-1
Alexander Mogilny,96-97,Vancouver Canucks,NHL,76,31,42,73,18,9,,,,,,,
Alexander Mogilny,,Russia,WCup,5,2,4,6,0,0,,,,,,,
Alexander Mogilny,97-98,Vancouver Canucks,NHL,51,18,27,45,36,-6,,,,,,,
Alexander Mogilny,98-99,Vancouver Canucks,NHL,59,14,31,45,58,0,,,,,,,
Alexander Mogilny,99-00,"Vancouver Canucks""A""",NHL,47,21,17,38,16,7,,,,,,,
Alexander Mogilny,,New Jersey Devils,NHL,12,3,3,6,4,-4,Playoffs,23,4,3,7,4,1
Alexander Mogilny,00-01,New Jersey Devils,NHL,75,43,40,83,43,10,Playoffs,25,5,11,16,8,3
Alexander Mogilny,01-02,Toronto Maple Leafs,NHL,66,24,33,57,8,1,Playoffs,20,8,3,11,8,1
Alexander Mogilny,02-03,Toronto Maple Leafs,NHL,73,33,46,79,12,4,Playoffs,6,5,2,7,4,2
Alexander Mogilny,03-04,Toronto Maple Leafs,NHL,37,8,22,30,12,9,Playoffs,13,2,4,6,8,-1
Alexander Mogilny,04-05,Did not play,-,-,-,-,-,-,-,,,,,,,
Alexander Mogilny,05-06,"New Jersey Devils""A""",NHL,34,12,13,25,6,-7,,,,,,,
Alexander Mogilny,,Albany River Rats,AHL,19,4,10,14,17,-4,,,,,,,
Pierre Turgeon,83-84,Rouyn-Noranda Citadelles,QNWJHL,32,37,30,67,-,-,,,,,,,
Pierre Turgeon,84-85,Bourassa Angevins,QMAAA,41,49,52,101,26,-,Playoffs,5,3,8,11,2,-
Pierre Turgeon,85-86,"Granby Bisons""A""",QMJHL,69,47,67,114,31,-,,,,,,,
Pierre Turgeon,,Canada Québec U17,WHC-17,6,11,-,-,-,-,,,,,,,
Pierre Turgeon,,Team Canada,International,11,2,4,6,2,-,,,,,,,
Pierre Turgeon,86-87,"Granby Bisons""A""",QMJHL,58,69,85,154,8,-,Playoffs,7,9,6,15,15,-
Pierre Turgeon,,Canada U20,WJC-20,6,3,0,3,2,-,,,,,,,
Pierre Turgeon,87-88,Buffalo Sabres,NHL,76,14,28,42,34,-8,Playoffs,6,4,3,7,4,-6
Pierre Turgeon,88-89,Buffalo Sabres,NHL,80,34,54,88,26,-2,Playoffs,5,3,5,8,2,0
Pierre Turgeon,89-90,Buffalo Sabres,NHL,80,40,66,106,29,10,Playoffs,6,2,4,6,2,2
Pierre Turgeon,90-91,Buffalo Sabres,NHL,78,32,47,79,26,14,Playoffs,6,3,1,4,6,-1
Pierre Turgeon,91-92,Buffalo Sabres,NHL,8,2,6,8,4,-1,,,,,,,
Pierre Turgeon,,New York Islanders,NHL,69,38,49,87,16,8,,,,,,,
Pierre Turgeon,92-93,New York Islanders,NHL,83,58,74,132,26,-1,Playoffs,11,6,7,13,0,2
Pierre Turgeon,93-94,New York Islanders,NHL,69,38,56,94,18,14,Playoffs,4,0,1,1,0,-4
Pierre Turgeon,94-95,New York Islanders,NHL,34,13,14,27,10,-12,,,,,,,
Pierre Turgeon,,Montréal Canadiens,NHL,15,11,9,20,4,12,,,,,,,
Pierre Turgeon,95-96,"Montréal Canadiens""C""",NHL,80,38,58,96,44,19,Playoffs,6,2,4,6,2,1
Pierre Turgeon,96-97,"Montréal Canadiens""C""",NHL,9,1,10,11,2,4,,,,,,,
Pierre Turgeon,,St. Louis Blues,NHL,69,25,49,74,12,4,Playoffs,5,1,1,2,2,0
Pierre Turgeon,97-98,St. Louis Blues,NHL,60,22,46,68,24,13,Playoffs,10,4,4,8,2,-5
Pierre Turgeon,98-99,"St. Louis Blues""A""",NHL,67,31,34,65,36,4,Playoffs,13,4,9,13,6,3
Pierre Turgeon,99-00,"St. Louis Blues""A""",NHL,52,26,40,66,8,30,Playoffs,7,0,7,7,0,-2
Pierre Turgeon,00-01,"St. Louis Blues""A""",NHL,79,30,52,82,37,14,Playoffs,15,5,10,15,2,8
Pierre Turgeon,01-02,Dallas Stars,NHL,66,15,32,47,16,-4,,,,,,,
Pierre Turgeon,02-03,Dallas Stars,NHL,65,12,30,42,18,4,Playoffs,5,0,1,1,0,1
Pierre Turgeon,03-04,Dallas Stars,NHL,76,15,25,40,20,17,Playoffs,5,1,3,4,2,-2
Pierre Turgeon,04-05,Did not play,-,-,-,-,-,-,-,,,,,,,
Pierre Turgeon,05-06,"Colorado Avalanche""A""",NHL,62,16,30,46,32,1,Playoffs,5,0,2,2,6,-3
Pierre Turgeon,06-07,Colorado Avalanche,NHL,17,4,3,7,10,-1,,,,,,,
Adam Oates,79-80,Port Credit Titans,MetJBHL,34,30,36,66,41,-,,,,,,,
Adam Oates,,Markham Waxers,OPJAHL,9,1,6,7,2,-,,,,,,,
Adam Oates,80-81,Markham Waxers,OPJAHL,43,36,53,89,24,-,,,,,,,
Adam Oates,81-82,"Markham Waxers""C""",OJAHL,40,59,110,169,-,-,,,,,,,
Adam Oates,82-83,RPI (Rensselaer Polytech. Inst.),NCAA,22,9,33,42,8,-,,,,,,,
Adam Oates,83-84,RPI (Rensselaer Polytech. Inst.),NCAA,38,26,57,83,15,-,,,,,,,
Adam Oates,84-85,RPI (Rensselaer Polytech. Inst.),NCAA,38,31,60,91,29,-,,,,,,,
Adam Oates,85-86,Detroit Red Wings,NHL,38,9,11,20,10,-24,,,,,,,
Adam Oates,,Adirondack Red Wings,AHL,34,18,28,46,4,-,Playoffs,17,7,14,21,4,-
Adam Oates,86-87,Detroit Red Wings,NHL,76,15,32,47,21,0,Playoffs,16,4,7,11,6,7
Adam Oates,87-88,Detroit Red Wings,NHL,63,14,40,54,20,16,Playoffs,16,8,12,20,6,-2
Adam Oates,88-89,Detroit Red Wings,NHL,69,16,62,78,14,-1,Playoffs,6,0,8,8,2,-1
Adam Oates,89-90,"St. Louis Blues""A""",NHL,80,23,79,102,30,9,Playoffs,12,2,12,14,4,-10
Adam Oates,90-91,"St. Louis Blues""A""",NHL,61,25,90,115,29,15,Playoffs,13,7,13,20,10,7
Adam Oates,91-92,"St. Louis Blues""A""",NHL,54,10,59,69,12,-4,,,,,,,
Adam Oates,,Boston Bruins,NHL,26,10,20,30,10,-5,Playoffs,15,5,14,19,4,-6
Adam Oates,92-93,"Boston Bruins""A""",NHL,84,45,97,142,32,15,Playoffs,4,0,9,9,4,0
Adam Oates,93-94,"Boston Bruins""A""",NHL,77,32,80,112,45,10,Playoffs,13,3,9,12,8,-3
Adam Oates,94-95,"Boston Bruins""A""",NHL,48,12,41,53,8,-11,Playoffs,5,1,0,1,2,-6
Adam Oates,95-96,"Boston Bruins""A""",NHL,70,25,67,92,18,16,Playoffs,5,2,5,7,2,-3
Adam Oates,96-97,"Boston Bruins""A""",NHL,63,18,52,70,10,-3,,,,,,,
Adam Oates,,Washington Capitals,NHL,17,4,8,12,4,-2,,,,,,,
Adam Oates,97-98,"Washington Capitals""A""",NHL,82,18,58,76,36,6,Playoffs,21,6,11,17,8,8
Adam Oates,98-99,"Washington Capitals""C""",NHL,59,12,42,54,22,-1,,,,,,,
Adam Oates,99-00,"Washington Capitals""C""",NHL,82,15,56,71,14,13,Playoffs,5,0,3,3,4,0
Adam Oates,00-01,"Washington Capitals""C""",NHL,81,13,69,82,28,9,Playoffs,6,0,0,0,0,-4
Adam Oates,01-02,"Washington Capitals""C""",NHL,66,11,57,68,22,-2,,,,,,,
Adam Oates,,Philadelphia Flyers,NHL,14,3,7,10,6,-2,Playoffs,5,0,2,2,0,-1
Adam Oates,02-03,Mighty Ducks of Anaheim,NHL,67,9,36,45,16,-1,Playoffs,21,4,9,13,6,2
Adam Oates,03-04,Edmonton Oilers,NHL,60,2,16,18,8,0,,,,,,,
Peter Bondra,85-86,TJ PS Poprad,Czechia2,-,14,7,21,-,-,,,,,,,
Peter Bondra,86-87,HC Kosice,Czechoslovakia,32,4,5,9,24,-,,,,,,,
Peter Bondra,87-88,HC Kosice,Czechoslovakia,45,27,11,38,20,-,,,,,,,
Peter Bondra,88-89,HC Kosice,Czechoslovakia,32,27,10,37,20,-,Playoffs,8,3,0,3,-,-
Peter Bondra,89-90,HC Kosice,Czechoslovakia,42,29,17,46,-,-,Playoffs,7,7,2,9,-,-
Peter Bondra,90-91,Washington Capitals,NHL,54,12,16,28,47,-10,Playoffs,4,0,1,1,2,1
Peter Bondra,91-92,Washington Capitals,NHL,71,28,28,56,42,16,Playoffs,7,6,2,8,4,4
Peter Bondra,92-93,Washington Capitals,NHL,83,37,48,85,70,8,Playoffs,6,0,6,6,0,2
Peter Bondra,93-94,Washington Capitals,NHL,69,24,19,43,40,22,Playoffs,9,2,4,6,4,2
Peter Bondra,94-95,HC KosiceLockout,Slovakia,2,1,0,1,0,1,,,,,,,
Peter Bondra,,Washington Capitals,NHL,47,34,9,43,24,9,Playoffs,7,5,3,8,10,0
Peter Bondra,,Washington Capitals,NHL,47,34,9,43,24,9,Playoffs,6,3,2,5,8,0
Peter Bondra,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Peter Bondra,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Peter Bondra,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Peter Bondra,95-96,Detroit Vipers,IHL,7,8,1,9,0,4,,,,,,,
Peter Bondra,,Washington Capitals,NHL,67,52,28,80,40,18,Playoffs,7,5,3,8,10,0
Peter Bondra,,Washington Capitals,NHL,67,52,28,80,40,18,Playoffs,6,3,2,5,8,0
Peter Bondra,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Peter Bondra,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Peter Bondra,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Peter Bondra,96-97,Washington Capitals,NHL,77,46,31,77,72,7,,,,,,,
Peter Bondra,,"Slovakia""C""",WCup,3,3,0,3,2,0,,,,,,,
Peter Bondra,97-98,Washington Capitals,NHL,76,52,26,78,44,14,Playoffs,17,7,5,12,12,4
Peter Bondra,,Slovakia,OG,2,1,0,1,25,-1,,,,,,,
Peter Bondra,98-99,Washington Capitals,NHL,66,31,24,55,56,-1,,,,,,,
Peter Bondra,99-00,Washington Capitals,NHL,62,21,17,38,30,5,Playoffs,5,1,1,2,4,-4
Peter Bondra,00-01,"Washington Capitals""A""",NHL,82,45,36,81,60,8,Playoffs,6,2,0,2,2,-2
Peter Bondra,01-02,Washington Capitals,NHL,77,39,31,70,80,-2,,,,,,,
Peter Bondra,,"Slovakia""A""",WC,9,7,2,9,20,12,,,,,,,
Peter Bondra,,Slovakia (all),International,9,7,2,9,20,12,,,,,,,
Peter Bondra,,Slovakia (all),International,9,7,2,9,20,12,,,,,,,
Peter Bondra,,Slovakia (all),International,9,7,2,9,20,12,,,,,,,
Peter Bondra,02-03,Washington Capitals,NHL,76,30,26,56,52,-3,Playoffs,6,4,2,6,8,2
Peter Bondra,,Slovakia,WC,8,3,2,5,6,3,,,,,,,
Peter Bondra,03-04,Washington Capitals,NHL,54,21,14,35,22,-17,,,,,,,
Peter Bondra,,Ottawa Senators,NHL,23,5,9,14,16,1,Playoffs,7,0,0,0,6,-4
Peter Bondra,04-05,HK SKP Poprad,Slovakia,6,4,2,6,4,2,,,,,,,
Peter Bondra,05-06,"Atlanta Thrashers""A""",NHL,60,21,18,39,40,-3,,,,,,,
Peter Bondra,,"Slovakia""A""",OG,6,4,0,4,2,0,,,,,,,
Peter Bondra,06-07,Chicago Blackhawks,NHL,37,5,9,14,26,2,,,,,,,
Petr Sýkora,91-92,HC Plzen U18,Czechoslovakia U18,31,57,20,77,-,-,,,,,,,
Petr Sýkora,,HC Plzen U20,Czechoslovakia U20,30,50,50,100,-,-,,,,,,,
Petr Sýkora,92-93,HC Plzeň,Czechoslovakia,19,12,5,17,-,-,,,,,,,
Petr Sýkora,,Czechoslovakia U18,EJC-18,6,6,0,6,20,-,,,,,,,
Petr Sýkora,93-94,HC Plzeň,Czechia,37,10,16,26,8,-2,Relegation,4,0,1,1,2,-1
Petr Sýkora,,Cleveland Lumberjacks,IHL,13,4,5,9,8,0,,,,,,,
Petr Sýkora,,Czechia U18,EJC-18,5,5,4,9,4,5,,,,,,,
Petr Sýkora,,Czechia U20,WJC-20,7,6,2,8,6,3,,,,,,,
Petr Sýkora,,Czechia U20,WJC-20,7,6,2,8,6,3,,,,,,,
Petr Sýkora,94-95,Detroit Vipers,IHL,29,12,17,29,16,10,,,,,,,
Petr Sýkora,,Czechia U20,WJC-20,3,0,0,0,0,-,,,,,,,
Petr Sýkora,,Czechia U20,WJC-20,3,0,0,0,0,-,,,,,,,
Petr Sýkora,95-96,New Jersey Devils,NHL,63,18,24,42,32,7,,,,,,,
Petr Sýkora,,Albany River Rats,AHL,5,4,1,5,0,1,,,,,,,
Petr Sýkora,,Albany River Rats,AHL,5,4,1,5,0,1,Playoffs,4,1,4,5,2,-2
Petr Sýkora,,Albany River Rats,AHL,5,4,1,5,0,1,,,,,,,
Petr Sýkora,,Czechia (all),International,2,0,1,1,0,-,,,,,,,
Petr Sýkora,,Czechia (all),International,2,0,1,1,0,-,,,,,,,
Petr Sýkora,,Czechia (all),International,2,0,1,1,0,-,,,,,,,
Petr Sýkora,,Czechia (all),International,2,0,1,1,0,-,,,,,,,
Petr Sýkora,,Czechia (all),International,2,0,1,1,0,-,,,,,,,
Petr Sýkora,,Czechia (all),International,2,0,1,1,0,-,,,,,,,
Petr Sýkora,96-97,New Jersey Devils,NHL,19,1,2,3,4,-8,Playoffs,2,0,0,0,2,1
Petr Sýkora,,Albany River Rats,AHL,43,20,25,45,48,19,,,,,,,
Petr Sýkora,,Albany River Rats,AHL,43,20,25,45,48,19,Playoffs,4,1,4,5,2,-2
Petr Sýkora,,Albany River Rats,AHL,43,20,25,45,48,19,,,,,,,
Petr Sýkora,,Czechia,WCup,1,0,1,1,0,1,,,,,,,
Petr Sýkora,,Czechia,WCup,1,0,1,1,0,1,,,,,,,
Petr Sýkora,97-98,New Jersey Devils,NHL,58,16,20,36,0,0,Playoffs,2,0,0,0,0,0
Petr Sýkora,,Albany River Rats,AHL,2,4,1,5,0,1,,,,,,,
Petr Sýkora,,Albany River Rats,AHL,2,4,1,5,0,1,Playoffs,4,1,4,5,2,-2
Petr Sýkora,,Albany River Rats,AHL,2,4,1,5,0,1,,,,,,,
Petr Sýkora,,Czechia,WC,6,0,2,2,2,2,,,,,,,
Petr Sýkora,,Czechia,WC,6,0,2,2,2,2,,,,,,,
Petr Sýkora,,Czechia,WC,6,0,2,2,2,2,,,,,,,
Petr Sýkora,,Czechia (all),International,6,0,2,2,2,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,0,2,2,2,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,0,2,2,2,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,0,2,2,2,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,0,2,2,2,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,0,2,2,2,-,,,,,,,
Petr Sýkora,98-99,New Jersey Devils,NHL,80,29,43,72,22,16,Playoffs,7,3,3,6,4,-3
Petr Sýkora,,Czechia,WC,6,1,5,6,14,4,,,,,,,
Petr Sýkora,,Czechia,WC,6,1,5,6,14,4,,,,,,,
Petr Sýkora,,Czechia,WC,6,1,5,6,14,4,,,,,,,
Petr Sýkora,,Czechia (all),International,6,1,5,6,14,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,1,5,6,14,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,1,5,6,14,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,1,5,6,14,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,1,5,6,14,-,,,,,,,
Petr Sýkora,,Czechia (all),International,6,1,5,6,14,-,,,,,,,
Petr Sýkora,99-00,New Jersey Devils,NHL,79,25,43,68,26,24,Playoffs,23,9,8,17,10,8
Petr Sýkora,00-01,New Jersey Devils,NHL,73,35,46,81,32,36,Playoffs,25,10,12,22,12,15
Petr Sýkora,01-02,New Jersey Devils,NHL,73,21,27,48,44,12,Playoffs,4,0,1,1,0,1
Petr Sýkora,,Czechia,OG,4,1,0,1,0,3,,,,,,,
Petr Sýkora,,Czechia (all),International,4,1,0,1,0,3,,,,,,,
Petr Sýkora,,Czechia (all),International,4,1,0,1,0,3,,,,,,,
Petr Sýkora,,Czechia (all),International,4,1,0,1,0,3,,,,,,,
Petr Sýkora,,Czechia (all),International,4,1,0,1,0,3,,,,,,,
Petr Sýkora,,Czechia (all),International,4,1,0,1,0,3,,,,,,,
Petr Sýkora,,Czechia (all),International,4,1,0,1,0,3,,,,,,,
Petr Sýkora,02-03,Mighty Ducks of Anaheim,NHL,82,34,25,59,24,-7,Playoffs,21,4,9,13,12,3
Petr Sýkora,03-04,Mighty Ducks of Anaheim,NHL,81,23,29,52,34,-9,,,,,,,
Petr Sýkora,,Czechia (all),International,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia (all),International,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia (all),International,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia (all),International,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia (all),International,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia (all),International,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,04-05,Metallurg MagnitogorskLockout,Russia,45,18,13,31,46,20,Playoffs,5,2,3,5,8,-1
Petr Sýkora,,Czechia,WCup,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia,WCup,3,0,1,1,2,-1,,,,,,,
Petr Sýkora,,Czechia,WC,9,2,1,3,4,3,,,,,,,
Petr Sýkora,,Czechia,WC,9,2,1,3,4,3,,,,,,,
Petr Sýkora,,Czechia,WC,9,2,1,3,4,3,,,,,,,
Petr Sýkora,,Czechia (all),International,20,6,2,8,6,-,,,,,,,
Petr Sýkora,,Czechia (all),International,20,6,2,8,6,-,,,,,,,
Petr Sýkora,,Czechia (all),International,20,6,2,8,6,-,,,,,,,
Petr Sýkora,,Czechia (all),International,20,6,2,8,6,-,,,,,,,
Petr Sýkora,,Czechia (all),International,20,6,2,8,6,-,,,,,,,
Petr Sýkora,,Czechia (all),International,20,6,2,8,6,-,,,,,,,
Petr Sýkora,05-06,Mighty Ducks of Anaheim,NHL,34,7,13,20,28,1,,,,,,,
Petr Sýkora,,New York Rangers,NHL,40,16,15,31,22,5,Playoffs,4,0,0,0,0,-5
Petr Sýkora,06-07,Edmonton Oilers,NHL,82,22,31,53,40,-20,,,,,,,
Petr Sýkora,07-08,Pittsburgh Penguins,NHL,81,28,35,63,41,1,Playoffs,20,6,3,9,16,2
Petr Sýkora,08-09,"Pittsburgh Penguins""A""",NHL,76,25,21,46,36,3,Playoffs,7,0,1,1,0,-3
Petr Sýkora,09-10,Minnesota Wild,NHL,14,2,1,3,8,-7,,,,,,,
